"TimeGenerated [UTC]",PipelineName,Status,RunId
"5/26/2026, 10:40:56.793 AM","Ingest_To_Bronze_Pipeline",Succeeded,"5894cdfa-f10c-43f4-8e0c-e7e53cbbd629"
